id,label,ctype,Descripción,Fuente,Tipo de Fuente,Medida
v4_e_115_32,matricula en extraedad oficial y privada en 8°,Nu,"Número de niños o jóvenes que tienen dos o tres años más, por encima de la edad promedio, esperada para cursar un determinado grado.",Secretaría de educación distrital,NA,Número
v4_e_115_33,matricula en extraedad oficial y privada en 9°,Nu,"Número de niños o jóvenes que tienen dos o tres años más, por encima de la edad promedio, esperada para cursar un determinado grado.",Secretaría de educación distrital,NA,Número
v4_e_115_34,matricula en extraedad oficial y privada en 10°,Nu,"Número de niños o jóvenes que tienen dos o tres años más, por encima de la edad promedio, esperada para cursar un determinado grado.",Secretaría de educación distrital,NA,Número
v4_e_115_35,matricula en extraedad oficial y privada en 11°,Nu,"Número de niños o jóvenes que tienen dos o tres años más, por encima de la edad promedio, esperada para cursar un determinado grado.",Secretaría de educación distrital,NA,Número
v4_e_115_36,total de matriculas en extraedad oficial y privada,Nu,"Número de niños o jóvenes que tienen dos o tres años más, por encima de la edad promedio, esperada para cursar un determinado grado.",Secretaría de educación distrital,NA,Número
v4_e_115_37,relacion estudiante por computador,Nu,Total de computadores educativos sobre total de estudiantes matriculados,Secretaría de educación distrital,NA,Número
v4_ee_001,tasa de inflacion,Nu,NA,DANE,NA,NA
v4_ee_002,tasa de penetracion de internet,Nu,NA,Ministerio de Tecnologías de la Información y las Comunicaciones,NA,NA
v4_ee_003,posicion ocupada en ranking nacional del doing bussines,Nu,NA,Banco Mundial,NA,NA
v4_ee_007_01,indice de atractividad de inversiones-inai,Nu,NA,Universidad del Rosario CEPEC,NA,NA
v4_ee_007_02,metros cuadrados de vias nuevas,Nu,NA,Secretaría de Infraestructura,NA,NA
v4_ee_007_03,cobertura malla vial en buen estado,Nu,NA,Secretaría de Infraestructura,NA,NA
v4_ee_007_04,recuperacion de la malla vial ( metros cuadrados anuales recuperados),Nu,NA,Secretaría de Infraestructura,NA,NA
v4_ee_007_05,metros cuadrados de ciclorutas existentes,Nu,NA,Secretaría de Infraestructura,NA,NA
v4_ee_007_08,metros cuadrados de vias existentes,Nu,NA,Secretaría de Infraestructura,NA,NA
v5_ml_001,tasa global de participacion,Nu,Es la relación porcentual entre la población económicamente activa y la población en edad de trabajar. Este indicador refleja la presión de la población sobre el mercado laboral.,DANE,NA,Porcentaje
v5_ml_002,tasa de ocupacion,Nu,Es la relación porcentual entre la población ocupada  y el número de personas que integran la población en edad de trabajar,DANE,NA,Porcentaje
v5_ml_003,tasa de informalidad,Nu,"Proporción del personal ocupado con las siguientes características: 1. Los empleados particulares y los obreros que laboran en establecimientos, negocios o empresas que ocupen hasta cinco personas en todas sus agencias y sucursales, incluyendo al patrono y/o socio; 2. Los trabajadores familiares sin remuneración; 3. Los trabajadores sin remuneración en empresas o negocios de otros hogares; 4. Los empleados domésticos; 5. Los jornaleros o peones; 6. Los trabajadores por cuenta propia que laboran en establecimientos hasta cinco personas, excepto los independientes profesionales; 7. Los patrones o empleadores en empresas de cinco trabajadores o menos; 8. Se excluyen los obreros o empleados del gobierno.",DANE,NA,Porcentaje
v5_ml_003_01,poblacion en edad de trabajar,Nu,Total de la población mayor de 12 años (zona urbana),DANE,NA,Número
v5_ml_003_02,poblacion economicamente activa,Nu,Número total de personas en edad de trabajar que trabajan (ocupados) o están buscando empleo (desempleados),DANE,NA,Número
v5_ml_003_03,ocupados,Nu,"Son las personas que durante el período de referencia se encontraban en una de las siguientes situaciones: 1. Trabajó por lo menos una hora remunerada en dinero o en especie en la semana de referencia. 2. Los que no trabajaron la semana de referencia, pero tenían un trabajo. 3. Trabajadores familiares sin remuneración que trabajaron en la semana de referencia por lo menos 1 hora.",DANE,NA,Número
v5_ml_003_04,desocupados,Nu,"son las personas que en la semana de referencia se encontraban en una de las siguientes situaciones: 1. Desempleo abierto: Sin empleo en la semana de referencia. Hicieron diligencias en el mes . Disponibilidad. 2. Desempleo oculto: Sin empleo en la semana de referencia. No hicieron diligencias en el mes, pero sí en los últimos 12 meses y tienen una razón válida de desaliento. 3. Disponibilidad.",DANE,NA,Número
v5_ml_003_05,desocupados abiertos,Nu,son las personas que en la semana de referencia se encontraban en una de las siguientes situaciones: 1. Desempleo abierto: Sin empleo en la semana de referencia. Hicieron diligencias en el mes . Disponibilidad.,DANE,NA,Número
v5_ml_003_06,desocupados ocultos,Nu,"son las personas que en la semana de referencia se encontraban en una de las siguientes situaciones:  Desempleo oculto: Sin empleo en la semana de referencia. No hicieron diligencias en el mes, pero sí en los últimos 12 meses y tienen una razón válida de desaliento. 3. Disponibilidad.",DANE,NA,Número
v5_ml_003_07,inactivos,Nu,"Comprende a todas las personas en edad de trabajar que en la semana de referencia no participan en la producción de bienes y servicios porque no necesitan, no pueden o no están interesadas en tener actividad remunerada. A este grupo pertenecen estudiantes, amas de casa, pensionados, jubilados, rent istas, inválidos (incapacitados permanentemente para trabajar), personas que no les llama la atención o creen que no vale la pena trabajar.",DANE,NA,Número
v5_ml_003_08,subempleados subjetivos,Nu,Es el número de personas en subempleo subjetivo.,DANE,NA,Número
v5_ml_003_12,subempleados objetivos,Nu,"Es el número de personas en subempleo objetivo. Se considera subempleo objetivo, si la persona se considera subempleado pero ha hecho gestiones para mejorar su condición y está dispuesto hacer cambios.",DANE,NA,Número
v5_ml_003_16,poblacion total area metropolitana,Nu,"Número total de habitantes del área metropolitana de Barranquilla, que abarca Barranquilla y los municipios de Puerto Colombia, Galapa, Malambo y Soledad",DANE,NA,Número
v5_ml_004,tasa de desempleo,Nu,"Es la relación porcentual entre el número de personas que están buscando trabajo (Desempleados), y el número de personas que integran la fuerza laboral (Población Economicamente ActivaPEA)",DANE,NA,Porcentaje
v5_ml_004_01,tasa de desempleo abierto,Nu,"Es la relación porcentual entre el número de personas que están buscando trabajo (Desempleo abierto), y el número de personas que integran la fuerza laboral (Población Economicamente ActivaPEA). Se considera desempleo abierto: 1. Si la persona no tuvo empleo en la semana de referencia. 2.Hizo diligencias en el mes para conseguir empleo. 3. Disponibilidad",DANE,NA,Porcentaje
v5_ml_004_02,tasa de desempleo oculto,Nu,"Es la relación porcentual entre el número de personas en desempleo oculto, y el número de personas que integran la fuerza laboral (Población Economicamente Activa PEA). Se considera desempleo oculto: 1.Si la persona estuvo sin empleo en la semana de referencia 2. No hizo diligencias en el mes para conseguir empleo, pero sí en los últimos 12 meses y tienen una razón válida de desaliento. 3. Disponibilidad.",DANE,NA,Porcentaje
v5_ml_004_03,tasa de subempleo subjetivo,Nu,"Es la relación porcentual entre el número de personas en subempleo subjetivo, y el de personas que integran la fuerza laboral (Población Economicamente Activa, PEA).",DANE,NA,Porcentaje
v5_ml_004_04,insuficiencia de horas (subjetivo),Nu,"Es la relación porcentual entre el número de personas en subempleo subjetivo por insuficiencia de horas laborales, y el de personas que integran la fuerza laboral (Población Economicamente Activa, PEA).",DANE,NA,Porcentaje
v5_ml_004_05,empleo inadecuado por competencias (subjetivo),Nu,"Es la relación porcentual entre el número de personas en subempleo subjetivo por competencias, y el de personas que integran la fuerza laboral (Población Economicamente Activa, PEA).",DANE,NA,Porcentaje
v5_ml_004_06,empleo inadecuado por ingresos (subjetivo),Nu,"Es la relación porcentual entre el número de personas en subempleo subjetivo por inadecuados ingresos, y el de personas que integran la fuerza laboral (Población Economicamente Activa, PEA).",DANE,NA,Porcentaje
v5_ml_004_07,tasa de subempleo objetivo,Nu,"Es la relación porcentual entre el número de personas en subempleo objetivo, y el de personas que integran la fuerza laboral (Población Economicamente Activa, PEA). Se considera subempleo objetivo, si la persona se considera subempleado pero ha hecho gestiones para mejorar su condición y está dispuesto hacer cambios.",DANE,NA,Porcentaje
v5_ml_004_08,insuficiencia de horas (objetivo),Nu,"Es la relación porcentual entre el número de personas en subempleo objetivo por insuficiencia de horas laborales, y el de personas que integran la fuerza laboral (Población Economicamente Activa, PEA).Se considera subempleo objetivo, si la persona se considera subempleado pero ha hecho gestiones para mejorar su condición y está dispuesto hacer cambios.",DANE,NA,Porcentaje
v5_ml_004_09,empleo inadecuado por competencias (objetivo),Nu,"Es la relación porcentual entre el número de personas en subempleo objetivo por competencias, y el de personas que integran la fuerza laboral (Población Economicamente Activa, PEA).Se considera subempleo objetivo, si la persona se considera subempleado pero ha hecho gestiones para mejorar su condición y está dispuesto hacer cambios.",DANE,NA,Porcentaje
v5_ml_004_10,empleo inadecuado por ingresos (objetivo),Nu,"Es la relación porcentual entre el número de personas en subempleo objetivo por inadecuados ingresos, y el de personas que integran la fuerza laboral (Población Economicamente Activa, PEA).Se considera subempleo objetivo, si la persona se considera subempleado pero ha hecho gestiones para mejorar su condición y está dispuesto hacer cambios.",DANE,NA,Porcentaje
v5_ml_005,tasa de desempleo juvenil (15 - 25 anos),Nu,"Es la relación porcentual entre el número de personas que están buscando trabajo con edades entre los 15 y 25 años (Desempleados), y el número de personas que integran la fuerza laboral (Población Economicamente ActivaPEA)",DANE,NA,Porcentaje
v6_sc_001_01,tasa de muertes accidentales por cada 100 mil habitantes,Nu,"Número total de muertes accidentales en un período y territorio determinado dividido por el total de la población, expresada por 100.000 habitantes. Muertes accidentales: no intencionadas, como caídas, inmersión, ahogamiento etc",Instituto Nacional de Medicina Legal,NA,Tasa por 100.000 habitantes
v6_sc_001_02,numero de muertes accidentales,Nu,"Número total de muertes accidentales en un período y territorio determinado. Muertes accidentales: no intencionadas, como caídas, inmersión, ahogamiento etc",Instituto Nacional de Medicina Legal,NA,Número
v6_sc_001_03,casos muertes violentas,Nu,"Número total de muertes violentas (homicidios, suicidios, accidente de tránsito, indeterminadas, accidentales)",Instituto Nacional de Medicina Legal,NA,Número
v6_sc_001_04,tasa de muertes violentas por cada 100 mil habitantes,Nu,"Número total de muertes violentas (homicidios, suicidios, accidente de tránsito, indeterminadas, accidentales) en un territorio en un período determinado dividido por el total de la población, expresada por 100.000 habitantes",Instituto Nacional de Medicina Legal,NA,Tasa por 100.000 habitantes
v6_sc_001_05,tasa de homicidios de hombres por cada 100 mil hombres,Nu,"Número total de homicidios en el que la víctima era hombre, en un período y territorio determinado dividido por el total de la población masculina, expresada por 100.000 hombres",Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,Tasa por 100.000 hombres
v6_sc_001_06,tasa de homicidios de mujeres por cada 100 mil mujeres,Nu,"Número total de homicidios en el que la víctima era mujer, en un período y territorio determinado dividido por el total de la población femenina, expresada por 100.000 mujeres",Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,Tasa por 100.000 mujeres
v6_sc_001_07,homicidios de hombres,Nu,Número total de homicidios en el que la víctima era hombre en un período y territorio determinado,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,Número
v6_sc_001_08,homicidios de mujeres,Nu,Número total de homicidios en el que la víctima era mujer en un período y territorio determinado,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,Número
v6_sc_001_09,homicidios a menores de 5 anos,Nu,Número total de homicidios en el que la víctima era menor de 5 años.,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,Número
v6_sc_001_10,homicidios de personas de 5 a 14 anos,Nu,Número total de homicidios en el que la víctima tenía entre 5 a 14 años de edad.,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,Número
v6_sc_001_100,hurtos en el mes de mayo,Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_101,hurtos en el mes de junio,Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_102,hurtos en el mes de julio,Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_103,hurtos en el mes de agosto,Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_104,hurtos en el mes de septiembre,Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_105,hurtos en el mes de octubre,Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_106,hurtos en el mes de noviembre,Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_107,hurtos en el mes de diciembre,Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_11,homicidios de personas de 15 a 17 anos,Nu,Número total de homicidios en el que la víctima tenía entre 15 a 17 años de edad.,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,Número
v6_sc_001_110,reportes de llamadas al cad por rinas,Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_111,casos de contravenciones,Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_12,homicidios de personas de 18 a 24 anos,Nu,Número total de homicidios en el que la víctima tenía entre 18 a 24 años de edad.,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,Número
v6_sc_001_13,homicidios de personas de 25 a 34 anos,Nu,Número total de homicidios en el que la víctima tenía entre 25 a 34 años de edad.,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,Número
v6_sc_001_14,homicidios de personas de 35 a 44 anos,Nu,Número total de homicidios en el que la víctima tenía entre 35 a 44 años de edad.,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,Número
v6_sc_001_15,homicidios de personas de 45 a 59 anos,Nu,Número total de homicidios en el que la víctima tenía entre 45 a 59 años de edad.,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,Número
v6_sc_001_16,homicidios de personas mayores de 60 anos,Nu,Número total de homicidios en el que la víctima tenía 60 o más años de edad.,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,Número
v6_sc_001_17,homicidios en el mes de enero,Nu,Número total de homicidios ocurridos en el mes de Enero.,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,Número
v6_sc_001_18,homicidios en el mes de febrero,Nu,Número total de homicidios ocurridos en el mes de Febrero,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,Número
v6_sc_001_19,homicidios en el mes de marzo,Nu,Número total de homicidios ocurridos en el mes de Marzo.,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,Número
v6_sc_001_20,homicidios en el mes de abril,Nu,Número total de homicidios ocurridos en el mes de Abril.,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,Número
v6_sc_001_21,homicidios en el mes de mayo,Nu,Número total de homicidios ocurridos en el mes de Mayo.,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,Número
v6_sc_001_22,homicidios en el mes de junio,Nu,Número total de homicidios ocurridos en el mes de Junio.,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,Número
v6_sc_001_23,homicidios en el mes de julio,Nu,Número total de homicidios ocurridos en el mes de Julio.,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,Número
v6_sc_001_24,homicidios en el mes de agosto,Nu,Número total de homicidios ocurridos en el mes de Agosto.,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,Número
v6_sc_001_25,homicidios en el mes de septiembre,Nu,Número total de homicidios ocurridos en el mes de Septiembre,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,Número
v6_sc_001_26,homicidios en el mes de octubre,Nu,Número total de homicidios ocurridos en el mes de Octubre,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,Número
v6_sc_001_27,homicidios en el mes de noviembre,Nu,Número total de homicidios ocurridos en el mes de Noviembre,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,Número
v6_sc_001_28,homicidios en el mes de diciembre,Nu,Número total de homicidios ocurridos en el mes de Diciembre,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,Número
v6_sc_001_29,homicidio en que el mecanismo fue proyectil de arma de fuego,Ca,Número total de homicidio en que el mecanismo usado fue Proyectil de Arma de Fuego,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,Número
v6_sc_001_30,homicidio en que el mecanismo fue corto punzante,Nu,Número total de homicidio en que el mecanismo usado fue Corto Punzante,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,Número
v6_sc_001_31,homicidio en que el mecanismo fue contundente,Nu,Número total de homicidio en que el mecanismo usado fue Contundente,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,Número
v6_sc_001_32,homicidio en que el mecanismo fue corto contundente,Nu,Número total de homicidio en que el mecanismo usado fue Corto Contundente,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,Número
v6_sc_001_33,homicidio en que el mecanismo fue estrangulamiento,Nu,Número total de homicidio en que el mecanismo usado fue Estrangulamiento,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,Número
v6_sc_001_34,homicidio en que el mecanismo fue sofocacion,Nu,Número total de homicidio en que el mecanismo usado fue Sofocación,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,Número
v6_sc_001_35,homicidio en que el mecanismo fue cortante,Nu,Número total de homicidio en que el mecanismo usado fue Cortante,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,Número
v6_sc_001_36,homicidio en que el mecanismo por determinar,Nu,Número total de homicidio en que el mecanismo usado está por determinar,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,Número
v6_sc_001_37,homicidio en que el mecanismo fue quemadura de fuego,Nu,Número total de homicidio en que el mecanismo usado fue Quemadura de fuego,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,Número
v6_sc_001_38,tasa de homicidio en que el mecanismo fue proyectil de arma de fuego (por cada 100 mil habitantes),Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_39,tasa de homicidio en que el mecanismo fue corto punzante  (por cada 100 mil habitantes),Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_40,tasa de homicidio en que el mecanismo fue contundente  (por cada 100 mil habitantes),Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_41,tasa de homicidio en que el mecanismo fue corto contundente  (por cada 100 mil habitantes),Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_42,tasa de homicidio en que el mecanismo fue estrangulamiento  (por cada 100 mil habitantes),Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_43,tasa de homicidio en que el mecanismo fue sofocacion  (por cada 100 mil habitantes),Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_44,tasa de homicidio en que el mecanismo fue cortante  (por cada 100 mil habitantes),Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_45,tasa de homicidio en que el mecanismo por determinar  (por cada 100 mil habitantes),Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_46,tasa de homicidio en que el mecanismo fue quemadura de fuego  (por cada 100 mil habitantes),Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_47,numero de homicidios los dias lunes,Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_48,numero de homicidios los dias martes,Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_49,numero de homicidios los dias miercoles,Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_50,numero de homicidios los dias jueves,Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_51,numero de homicidios los dias viernes,Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_52,numero de homicidios los dias sabado,Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_53,numero de homicidios los dias domingo,Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_54,homicidios ocurridos de 00:00 a 05:59,Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_55,homicidios ocurridos de 06:00 a 11:59,Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_56,homicidios ocurridos de 12:00 a :17:59,Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_57,homicidios ocurridos de 18:00 a 23:59,Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_58,homicidios sin dato de hora del hecho,Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_59,lesionados por violencia interpersonal,Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_60,lesiones en accidentes de transito,Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_61,lesionados por maltrato de pareja,Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_62,lesionados por presunto delito sexual,Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_63,lesionados por violencia entre otros familiares,Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_64,lesionados en maltrato a menores de edad,Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_65,lesiones accidentales,Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_66,tasa violencia interpersonal (por cada 100 mil habitantes),Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_67,tasa lesiones en accidentes de transito (por cada 100 mil habitantes),Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_68,tasa maltrato de pareja (por cada 100 mil habitantes),Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_69,tasa presunto delito sexual (por cada 100 mil habitantes),Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_70,tasa violencia entre otros familiares (por cada 100 mil habitantes),Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_71,tasa maltrato a menores de edad (por cada 100 mil habitantes),Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_72,tasa lesiones accidentales (por cada 100 mil habitantes),Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_73,hurto automotores,Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_74,hurto entidades comerciales,Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_75,hurto entidades financieras,Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_76,hurto motocicletas,Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_77,hurto personas,Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_78,hurto residencias,Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_79,pirateria terrestre,Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_80,total hurtos,Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_81,tasa hurto automotores (por 100 mil habitantes),Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_82,tasa hurto entidades comerciales (por 100 mil habitantes),Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_83,tasa hurto entidades financieras (por 100 mil habitantes),Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_84,tasa hurto motocicletas (por 100 mil habitantes),Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_85,tasa hurto personas (por 100 mil habitantes),Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_86,tasa hurto residencias (por 100 mil habitantes),Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_87,tasa pirateria terrestre (por 100 mil habitantes),Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_88,tasa hurtos (por 100 mil habitantes),Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_89,hurtos los dias lunes,Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_90,hurtos los dias martes,Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_91,hurtos los dias miercoles,Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_92,hurtos los dias jueves,Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_93,hurtos los dias viernes,Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_94,hurtos los dias sabado,Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_95,hurtos los dias domingo,Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_96,hurtos en el mes de enero,Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_97,hurtos en el mes de febrero,Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_98,hurtos en el mes de marzo,Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_001_99,hurtos en el mes de abril,Nu,NA,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,NA
v6_sc_004,porcentaje de victimas de hurto a personas en la via publica,Nu,NA,DANE,NA,NA
v6_sc_005,tasa de homicidios por cada 100 mil habitantes,Nu,"Número total de homicidios en un período y territorio determinado dividido por el total de la población, expresada por 100.000 habitantes.",Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,Tasa por 100.000 habitantes
v6_sc_007,tasa de homicidios de personas entre 15 y 24 anos de edad,Nu,NA,Instituto Nacional de Medicina Legal,NA,NA
v6_sc_008,tasa de adolescentes capturados por cada mil adolescentes (14 a 17 anos),Nu,NA,ICBF,NA,NA
v6_sc_009,indice de intensidad (expulsion) del desplazamiento forzado,Nu,NA,DPS,NA,NA
v6_sc_010,porcentaje de ciudadanos que fue extorsionado o lo han intentado extorsionar,Nu,NA,DANE,NA,NA
v6_sc_028,numero de homicidios,Nu,Número total de homicidios en un período y territorio determinado,Sistema de Información unificado del Fondo de seguridad y convivencia Distrital,NA,Número
v7_v_001_01,numero de suscriptores servicio de acueducto estrato 1,Nu,NA,Sistema Único de Información de Servicios Públicos.,NA,NA
v7_v_001_02,numero de suscriptores servicio de acueducto estrato 2,Nu,NA,Sistema Único de Información de Servicios Públicos.,NA,NA
v7_v_001_03,numero de suscriptores servicio de acueducto estrato 3,Nu,NA,Sistema Único de Información de Servicios Públicos.,NA,NA
