id,label,ctype,UNIDAD,TEMA,FUENTE
v3_gp_006_36,inversion sector servicios publicos diferentes a acueducto alcantarillado y aseo (sin incluir proyectos de vis),Nu,MILLONES DE PESOS,finanzas publicas,FUT-CGR
v3_gp_006_37,inversion sector transporte,Nu,MILLONES DE PESOS,finanzas publicas,FUT-CGR
v3_gp_006_38,inversion sector vivienda,Nu,MILLONES DE PESOS,finanzas publicas,FUT-CGR
v3_gp_006_39,balanza comercial,Nu,MILLONES DE DOLARES,actividad economica,CCC
v3_gp_014,porcentaje de contribuyentes que pagan oportunamentel el impuesto de industria y comercio,Nu,%,finanzas publicas,DAHM
v3_gp_024,indicador de desempeno fiscal,Nu,0-100,finanzas publicas,DNP
v3_gp_035_04,capacidad de endeudamiento,Nu,%,finanzas publicas,DAHM
v3_gp_035_05,capacidad de pago,Nu,%,finanzas publicas,DAHM
v3_gp_035_15,inversion,Nu,MILLONES DE PESOS,finanzas publicas,DAHM
v3_s_005,tasa  mortalidad materna,Nu,POR CADA 100 MIL NV,salud,SSPM
v3_s_006,% ninos con bajo peso al nacer,Nu,%,salud,SSPM
v3_s_007,tasa de fecundidad en adolescentes,Nu,NÚMERO DE NACIDOS POR 1000 MUJERES/ DE 15 A 19 AÑOS DE EDAD,salud,SSPM
v3_s_008,"cobertura en vacunacion dpt , en menores de un ano",Nu,%,salud,SSPM
v3_s_009,"cobertura en vacunacion,srp triple viral   en menores de un ano",Nu,%,salud,SSPM
v3_s_010_1,tasa de mortalidad de ninos menores de 1 ano,Nu,MUERTES/MIL NV,salud,SSPM
v3_s_010_2,numero de muertes de ninos menores de 1 ano,Nu,#,salud,SSPM
v3_s_011,tasa de mortalidad de ninos menores de 5 anos,Nu,MUERTES/MIL NV,salud,SSPM
v3_s_013,"cobertura en vacunacion, hemophilus influenza b,  en menores de un ano",Nu,%,salud,SSPM
v3_s_014,"cobertura en vacunacion, de a-polio  en menores de un ano",Nu,%,salud,SSPM
v3_s_015,"cobertura en vacunacion, en bcg (29 dias a 1 ano)",Nu,%,salud,SSPM
v3_s_016,"cobertura en vacunacion f. amarilla , en menores de un ano",Nu,%,salud,SSPM
v3_s_017,"cobertura en vacunacion hepatitis b , en menores de un ano",Nu,%,salud,SSPM
v3_s_021,numero de afiliados al regimen subsidiado,Nu,#,salud,SSPM
v3_s_022,cobertura del regimen subsidiado de salud,Nu,%,salud,SSPM
v3_s_024,cobertura del regimen contributivo de salud,Nu,%,salud,SSPM
v3_s_029,tasa de mortalidad por eda en ninos menores de 5 anos,Nu,POR CADA 100 MIL MENORES DE 5 AÑOS,salud,SSPM
v3_s_030,tasa de mortalidad por ira en ninos menores de 5 anos,Nu,POR CADA 100 MIL MENORES DE 5 AÑOS,salud,SSPM
v3_s_045,esperanza de vida al nacer,Nu,AÑOS,salud,CALI EN CIFRAS Y SSPM
v3_s_058,# ninos con bajo peso al nacer,Nu,#,salud,SSPM
v3_s_059,total principales eventos de obligatoria notificacion,Nu,#,salud,SSPM
v3_s_060,"principales eventos de obligatoria notificacion, reportados por dengue",Nu,#,salud,SSPM
v3_s_061,"principales eventos de obligatoria notificacion, reportados por agresiones por animales",Nu,#,salud,SSPM
v3_s_062,"principales eventos de obligatoria notificacion, reportados por varicela individual",Nu,#,salud,SSPM
v3_s_063,"principales eventos de obligatoria notificacion, reportados por vcm, vif, vsx",Nu,#,salud,SSPM
v3_s_064,"principales eventos de obligatoria notificacion, reportados por tuberculosis pulmonar",Nu,#,salud,SSPM
v3_s_065,"principales eventos de obligatoria notificacion, reportados por  dengue grave",Nu,#,salud,SSPM
v3_s_066,"principales eventos de obligatoria notificacion, reportados por intoxicacion por farmacos",Nu,#,salud,SSPM
v3_s_067,"principales eventos de obligatoria notificacion, reportados por vih - sida - mortalidad por sida",Nu,#,salud,SSPM
v3_s_068,"principales eventos de obligatoria notificacion, reportados por leptospirosis",Nu,#,salud,SSPM
v3_s_069,"principales eventos de obligatoria notificacion, reportados por morbilidad materna extrema",Nu,#,salud,SSPM
v3_s_070,"principales eventos de obligatoria notificacion, reportados por bajo peso al nacer",Nu,#,salud,SSPM
v3_s_071,"principales eventos de obligatoria notificacion, reportados por nfermedades transmitidas por alimentos",Nu,#,salud,SSPM
v3_s_072,"principales eventos de obligatoria notificacion, reportados por esi - irag (vigilancia centinela)",Nu,#,salud,SSPM
v3_s_073,"principales eventos de obligatoria notificacion, reportados por tos ferina",Nu,#,salud,SSPM
v3_s_074,"principales eventos de obligatoria notificacion, reportados por tuberculosis extrapulmonar",Nu,#,salud,SSPM
v3_s_075,"principales eventos de obligatoria notificacion, reportados por otros eventos",Nu,#,salud,SSPM
v3_s_076,casos nuevos de vih/sida,Nu,#,salud,SSPM
v3_s_077,numero de afiliados al regimen contributivo de salud,Nu,#,salud,SSPM
v3_s_078,"cobertura en vacunacion rotavirus (2 a 5 meses) , en menores de un ano",Nu,%,salud,SSPM
v3_s_078_09,# de contrataciones de servicios para poblacion pobre no asegurada ppna-cali,Nu,#,salud,SSPM
v3_s_079,contratacion  servicios para poblacion pobre no asegurada ppna-cali,Nu,MILLONES DE PESOS,salud,SSPM
v3_s_080,numero de muertes maternas,Nu,#,salud,SSPM
v3_s_089,nacidos vivos,Nu,#,salud,DANE
v3_s_090,poblacion mujeres adolescentes,Nu,#,salud,SSPM
v3_s_091,nacidos vivos en adolescentes,Nu,#,salud,DANE
v3_s_092,participacion de nacimientos en adolescentes en el total,Nu,%,salud,DANE
v4_e_001,tasa (%) de cobertura bruta en educacion inicial (3-4 anos),Nu,%,educacion,SEM
v4_e_002,tasa de cobertura neta en transicion,Nu,%,educacion,SEM
v4_e_003,tasa de cobertura neta en primaria,Nu,%,educacion,SEM
v4_e_004,tasa de cobertura neta en secundaria,Nu,%,educacion,SEM
v4_e_012,tasa de cobertura bruta total,Nu,%,educacion,SEM
v4_e_013,tasa de cobertura neta en media,Nu,%,educacion,SEM
v4_e_014,tasa de cobertura bruta en transicion,Nu,%,educacion,SEM
v4_e_015,tasa de cobertura bruta en primaria,Nu,%,educacion,SEM
v4_e_016,tasa de cobertura bruta en secundaria,Nu,%,educacion,SEM
v4_e_018,tasa de cobertura neta total,Nu,%,educacion,SEM
v4_e_019,tasa de cobertura bruta en media,Nu,%,educacion,SEM
v4_e_022,matricula total en el nivel: educacion inicial,Nu,#,educacion,SEM
v4_e_026,matricula total,Nu,#,educacion,SEM
v4_e_040,tasa repitencia,Nu,%,educacion,SEM
v4_e_045,matricula sector contratado,Nu,#,educacion,SEM
v4_e_050,matricula sector contratada- poblacion regular,Nu,#,educacion,SEM
v4_e_058,matricula sector contratada-poblacion vulnerable,Nu,#,educacion,SEM
V4_e_060,% de colegios oficiales segun rendimiento alto en las pruebas saber 11. por sector,Nu,%,educacion,SEM
v4_e_061,% de colegios oficiales segun rendimiento medio en las pruebas saber 11. por sector,Nu,%,educacion,SEM
v4_e_062,% de colegios oficiales segun rendimiento bajo en las pruebas saber 11. por sector,Nu,%,educacion,SEM
V4_e_063,% de colegios privados segun rendimiento alto en las pruebas saber 11. por sector,Nu,%,educacion,SEM
v4_e_064,% de colegios privados segun rendimiento medio en las pruebas saber 11. por sector,Nu,%,educacion,SEM
v4_e_065,% de colegios privados segun rendimiento bajo en las pruebas saber 11. por sector,Nu,%,educacion,SEM
v4_e_0_99,tasa desercion,Nu,%,educacion,SEM
v4_e_114,matricula sector privada,Nu,#,educacion,SEM
v4_e_115,matricula sector oficial,Nu,#,educacion,SEM
v4_e_119,matricula total en el nivel:  transicion,Nu,#,educacion,SEM
v4_e_120,matricula total en el nivel: primaria,Nu,#,educacion,SEM
v4_e_121,matricula total en el nivel: secundaria,Nu,#,educacion,SEM
v4_e_122,matricula total en el nivel: media,Nu,#,educacion,SEM
v4_e_151,matricula en educacion superior posgrados todos,Nu,#,educacion,MEN
v4_e_160,promedio puntaje en biologia pruebas saber 11,Nu,PUNTAJE,educacion,ICFES
v4_e_161,promedio puntaje en ciencias sociales pruebas saber 11,Nu,PUNTAJE,educacion,ICFES
v4_e_162,promedio puntaje en filosofia pruebas saber 11,Nu,PUNTAJE,educacion,ICFES
v4_e_163,promedio puntaje en fisica pruebas saber 11,Nu,PUNTAJE,educacion,ICFES
v4_e_164,promedio puntaje en ingles pruebas saber 11,Nu,PUNTAJE,educacion,ICFES
v4_e_165,promedio puntaje en lenguaje pruebas saber 11,Nu,PUNTAJE,educacion,ICFES
v4_e_166,promedio puntaje en matematicas pruebas saber 11,Nu,PUNTAJE,educacion,ICFES
v4_e_167,promedio puntaje en quimica pruebas saber 11,Nu,PUNTAJE,educacion,ICFES
v4_e_168,participacion oficial % en el total de matriculas registradas en i.e. financiadas con recursos publicos,Nu,%,educacion,SEM
v4_e_169,participacion contratada % en el total de matriculas registradas en i.e. financiadas con recursos publicos,Nu,%,educacion,SEM
v4_e_170,matricula total en el nivel: educacion especial,Nu,#,educacion,SEM
v4_e_171,matricula total en el nivel: adultos,Nu,#,educacion,SEM
v4_e_174,tasa reprobacion,Nu,%,educacion,SEM
v4_e_175,tasa aprobacion,Nu,%,educacion,SEM
v4_e_176,presupuesto inversion en primera infancia,Nu,MILLONES DE PESOS,educacion,SEM
v4_e_177,ejecucion inversion en primera infancia,Nu,MILLONES DE PESOS,educacion,SEM
v4_e_178,total de ninos en edad 0-4 anos,Nu,#,educacion,SEM
v4_e_179,total de ninos atendidos,Nu,#,educacion,SEM
v4_e_180,computadores instalados en i.e. oficiales,Nu,#,educacion,SEM
v4_e_181,estudiantes benficiados de desayunos escolares en cali,Nu,#,educacion,SEM
v4_e_182,numero de estudiantes beneficiados de transporte escolar,Nu,#,educacion,SEM
v4_e_183,numero de estudiantes beneficiados de kits escolares,Nu,#,educacion,SEM
v4_e_184,numero de estudiantes beneficiados de gratuidad,Nu,#,educacion,SEM
v4_e_185,numero de i.e. oficiales en cali. numero de instituciones educativas,Nu,#,educacion,SEM
v4_e_186,numero de i.e. oficiales en cali. numero de sedes por comunas,Nu,#,educacion,SEM
v4_e_187,% total de colegios segun rendimiento alto en las pruebas saber 11,Nu,%,educacion,SEM
v4_e_188,% de colegios contratada segun rendimiento alto en las pruebas saber 11. por sector,Nu,%,educacion,SEM
v4_e_189,% total de colegios segun rendimiento medio en las pruebas saber 11,Nu,%,educacion,SEM
v4_e_190,% de colegios contratada segun rendimiento medio en las pruebas saber 11. por sector,Nu,%,educacion,SEM
v4_e_191,% total de colegios segun rendimiento bajo en las pruebas saber 11: total,Nu,%,educacion,SEM
v4_e_192,% de colegios contratados segun rendimiento bajo en las pruebas saber 11. por sector,Nu,%,educacion,SEM
v4_e_193,resultado general pisa-lenguaje,Nu,PUNTAJE,educacion,MEN
v4_e_194,resultado oficial pisa-lenguaje,Nu,PUNTAJE,educacion,MEN
v4_e_195,resultado no oficial pisa-lenguaje,Nu,PUNTAJE,educacion,MEN
v4_e_196,resultado general pisa-matematicas,Nu,PUNTAJE,educacion,MEN
v4_e_197,resultado oficial pisa-lmatematicas,Nu,PUNTAJE,educacion,MEN
v4_e_198,resultado no oficial pisa-matematicas,Nu,PUNTAJE,educacion,MEN
v4_e_199,resultado general pisa-ciencias,Nu,PUNTAJE,educacion,MEN
v4_e_200,resultado oficial pisa-ciencias,Nu,PUNTAJE,educacion,MEN
v4_e_201,resultado no oficial pisa-ciencias,Nu,PUNTAJE,educacion,MEN
v4_e_205,pruebas saber 3º - lenguaje nivel insuficiente y minimo,Nu,%,educacion,ICFES
v4_e_206,pruebas saber 3º - lenguaje nivel satisfactorio y avanzado,Nu,%,educacion,ICFES
v4_e_207,pruebas saber 3º - matematicas nivel insuficiente y minimo,Nu,%,educacion,ICFES
v4_e_208,pruebas saber 3º - matematicas nivel satisfactorio y avanzado,Nu,%,educacion,ICFES
v4_e_209,pruebas saber 5º - lenguaje nivel insuficiente y minimo,Nu,%,educacion,ICFES
v4_e_210,pruebas saber 5º - lenguaje nivel satisfactorio y avanzado,Nu,%,educacion,ICFES
v4_e_211,pruebas saber 5º - matematicas nivel insuficiente y minimo,Nu,%,educacion,ICFES
v4_e_212,pruebas saber 5º - matematicas nivel satisfactorio y avanzado,Nu,%,educacion,ICFES
v4_e_213,pruebas saber 9º - lenguaje nivel insuficiente y minimo,Nu,%,educacion,ICFES
v4_e_214,pruebas saber 9º - lenguaje nivel satisfactorio y avanzado,Nu,%,educacion,ICFES
v4_e_215,pruebas saber 9º - matematicas nivel insuficiente y minimo,Nu,%,educacion,ICFES
v4_e_216,pruebas saber 9º - matematicas nivel satisfactorio y avanzado,Nu,%,educacion,ICFES
v4_ee_001,tasa de inflacion en cali,Nu,ÍNDICE,actividad economica,DANE
v4_ee_011,turistas extranjeros que reportan a cali como destino princial,Nu,#,cultura y turismo,VICEMINTURISMO
v4_ee_013,pib de cali,Nu,MILLONES DE PESOS,actividad economica,DANE
v4_e_R181,estudiantes benficiados de desayunos escolares en cali,Nu,#,educacion,SEM
v4_e_R182,numero de estudiantes beneficiados de transporte escolar,Nu,#,educacion,SEM
v4_e_R183,numero de estudiantes beneficiados de kits escolares por comunas,Nu,#,educacion,SEM
v4_e_R184,numero de estudiantes beneficiados de gratuidad por comunas,Nu,#,educacion,SEM
v5_ml_002,tasa de ocupacion,Nu,%,actividad economica,DANE
v5_ml_003,informales,Nu,MILES DE PERSONAS,actividad economica,DANE
v5_ml_003_01,poblacion en edad de trabajar,Nu,MILES DE PERSONAS,actividad economica,DANE
v5_ml_003_02,poblacion economicamente activa,Nu,MILES DE PERSONAS,actividad economica,DANE
v5_ml_003_04,desocupados,Nu,MILES DE PERSONAS,actividad economica,DANE
v5_ml_003_08,subempleo subjetivo,Nu,MILES DE PERSONAS,actividad economica,DANE
v5_ml_004,tasa de desempleo,Nu,%,actividad economica,DANE
v5_ml_004_03,tasa de subempleo subjetivo,Nu,%,actividad economica,DANE
v5_ml_005,tasa de desempleo jovenes entre 14 y 28 anos,Nu,%,actividad economica,DANE
v5_ml_0_1,ipc. variacion anual  alimentos,Nu,%,actividad economica,DANE
v5_ml_013,formales,Nu,MILES DE PERSONAS,actividad economica,DANE
v5_ml_0_2,ipc. variacion anual vivienda,Nu,%,actividad economica,DANE
v5_ml_020,ocupados (formales e informales),Nu,MILES DE PERSONAS,actividad economica,DANE
v5_ml_0_3,ipc. variacion anual vestuario,Nu,%,actividad economica,DANE
v5_ml_0_4,ipc. variacion anual salud,Nu,%,actividad economica,DANE
v5_ml_0_5,ipc. variacion anual educacion,Nu,%,actividad economica,DANE
v5_ml_0_6,ipc. variacion anual diversion,Nu,%,actividad economica,DANE
v5_ml_0_7,ipc. variacion anual transporte,Nu,%,actividad economica,DANE
v5_ml_0_8,ipc. variacion anual comunicaciones,Nu,%,actividad economica,DANE
v5_ml_0_9,ipc. variacion anual otros gastos,Nu,%,actividad economica,DANE
v5_ml_3_003,tasa de informalidad,Nu,%,actividad economica,DANE
v6_sc_001_75,hurto a entidades financieras,Nu,#,seguridad y convivencia,MECAL
v6_sc_001_79,casos de pirateria terrestre,Nu,#,seguridad y convivencia,MECAL
v6_sc_004,victimas de hurto a personas en la via publica,Nu,%,seguridad y convivencia,MECAL
v6_sc_005_01,tasa homicidios por cada 100.000 habitantes,Nu,POR CADA 100.000 HABITANTES,seguridad y convivencia,SGCS
v6_sc_0_1,plan desarme,Nu,#,seguridad y convivencia,SGCS
v6_sc_0_10,menores  infractores (capturas),Nu,#,seguridad y convivencia,MECAL
v6_sc_0_11,menores  infractores (capturas) hombres,Nu,#,seguridad y convivencia,MECAL
v6_sc_0_12,menores  infractores (capturas) mujeres,Nu,#,seguridad y convivencia,MECAL
v6_sc_0_13,menores  infractores (capturas) 10,Nu,#,seguridad y convivencia,MECAL
v6_sc_0_14,menores  infractores (capturas) 11,Nu,#,seguridad y convivencia,MECAL
v6_sc_0_15,menores  infractores (capturas) 12,Nu,#,seguridad y convivencia,MECAL
v6_sc_016,hurto al comercio,Nu,#,seguridad y convivencia,MECAL
v6_sc_0_16,menores  infractores (capturas) 13,Nu,#,seguridad y convivencia,MECAL
v6_sc_0_17,menores  infractores (capturas) 14,Nu,#,seguridad y convivencia,MECAL
v6_sc_018,motocicletas hurtadas.,Nu,#,seguridad y convivencia,MECAL
v6_sc_0_18,menores  infractores (capturas) 15,Nu,#,seguridad y convivencia,MECAL
v6_sc_019,hurto a personas,Nu,#,seguridad y convivencia,MECAL
v6_sc_0_19,menores  infractores (capturas) 16,Nu,#,seguridad y convivencia,MECAL
v6_sc_0_2,plan desarme-con permiso,Nu,#,seguridad y convivencia,SGCS
v6_sc_0_20,menores  infractores (capturas) 17,Nu,#,seguridad y convivencia,MECAL
v6_sc_021,hurto a residencias,Nu,#,seguridad y convivencia,MECAL
v6_sc_0_21,presupuesto para seguridad en cali,Nu,$,seguridad y convivencia,MECAL
v6_sc_0_22,presupuesto para seguridad en cali por aportante alcaldia,Nu,MILLONES DE PESOS,seguridad y convivencia,MECAL
v6_sc_023,vehiculos hurtados.,Nu,#,seguridad y convivencia,MECAL
v6_sc_0_23,presupuesto para seguridad en cali por aportante nacion,Nu,MILLONES DE PESOS,seguridad y convivencia,MECAL
v6_sc_024,secuestros,Nu,#,seguridad y convivencia,MECAL
v6_sc_0_24,presupuesto para seguridad en cali por aportante policia,Nu,MILLONES DE PESOS,seguridad y convivencia,MECAL
v6_sc_0_25,policias por cada 100 mil habitantes,Nu,POR 100 MIL HABITANTES,seguridad y convivencia,MECAL
v6_sc_0_26,vehiculos mecal: motocicletas,Nu,#,seguridad y convivencia,MECAL
v6_sc_027,lesiones personales,Nu,#,seguridad y convivencia,MECAL
v6_sc_0_27,vehiculos mecal: carros,Nu,#,seguridad y convivencia,MECAL
v6_sc_028,numero de homicidios,Nu,#,seguridad y convivencia,MEDILEGAL
v6_sc_0_28,fugas de los centros de formacion juvenil,Nu,#,seguridad y convivencia,ICBF
v6_sc_028_01,numero de homicidios por mecanismo arma de fuego,Nu,#,seguridad y convivencia,SGCS
v6_sc_028_02,numero de homicidios por mecanismo arma blanca,Nu,#,seguridad y convivencia,SGCS
v6_sc_028_03,numero de homicidios por mecanismo otras armas,Nu,#,seguridad y convivencia,SGCS
v6_sc_028_04,numero de homicidios por presunto movil venganza,Nu,#,seguridad y convivencia,SGCS
v6_sc_028_05,numero de homicidios por presunto movil por establecer,Nu,#,seguridad y convivencia,SGCS
v6_sc_028_06,numero de homicidios por presunto movil pandilla,Nu,#,seguridad y convivencia,SGCS
v6_sc_028_07,numero de homicidios por presunto movil rina,Nu,#,seguridad y convivencia,SGCS
v6_sc_028_08,numero de homicidios por presunto movil  atraco,Nu,#,seguridad y convivencia,SGCS
v6_sc_028_09,numero de homicidios por presunto movil pasional,Nu,#,seguridad y convivencia,SGCS
v6_sc_028_10,numero de homicidios por presunto movil,Nu,#,seguridad y convivencia,SGCS
v6_sc_028_11,numero de homicidios por presunto movil bala perdida,Nu,#,seguridad y convivencia,SGCS
v6_sc_028_12,numero de homicidios por genero hombres,Nu,#,seguridad y convivencia,SGCS
v6_sc_028_13,numero de homicidios por genero mujeres,Nu,#,seguridad y convivencia,SGCS
v6_sc_028_14,numero de homicidios por edad 0-18,Nu,#,seguridad y convivencia,SGCS
v6_sc_028_15,numero de homicidios por edad 18-25,Nu,#,seguridad y convivencia,SGCS
v6_sc_028_16,numero de homicidios por edad 26-35,Nu,#,seguridad y convivencia,SGCS
v6_sc_028_17,numero de homicidios por edad 36-45,Nu,#,seguridad y convivencia,SGCS
v6_sc_028_18,numero de homicidios por edad 46-55,Nu,#,seguridad y convivencia,SGCS
v6_sc_028_19,numero de homicidios por edad 56-65,Nu,#,seguridad y convivencia,SGCS
v6_sc_028_20,numero de homicidios por edad 65+,Nu,#,seguridad y convivencia,SGCS
v6_sc_028_21,numero de homicidios por edad sd,Nu,#,seguridad y convivencia,SGCS
v6_sc_0_29,adolescentes y jovenes internos en los centros de formacion del icbf cali (promedio),Nu,#,seguridad y convivencia,ICBF
v6_sc_0_3,plan desarme-sin permiso,Nu,#,seguridad y convivencia,SGCS
v6_sc_0_30,adolescentes y jovenes internos en los centros de formacion del icbf cali capacidad),Nu,#,seguridad y convivencia,ICBF
v6_sc_031,muertes violentas-suicidio,Nu,#,seguridad y convivencia,SGCS
v6_sc_0_31,adolescente en conflicto con la ley penal,Nu,#,seguridad y convivencia,ICBF
v6_sc_031_01,muertes violentas-suicidio-por mecanismo arma,Nu,#,seguridad y convivencia,SGCS
v6_sc_031_02,muertes violentas-suicidio-por mecanismo ahorcamiento,Nu,#,seguridad y convivencia,SGCS
v6_sc_031_03,muertes violentas-suicidio-por mecanismo toxicos,Nu,#,seguridad y convivencia,SGCS
v6_sc_031_04,muertes violentas-suicidio-por mecanismo,Nu,#,seguridad y convivencia,SGCS
v6_sc_031_05,muertes violentas-en accidentes transito,Nu,#,seguridad y convivencia,SGCS
v6_sc_031_06,muertes violentas-en accidentes transito peaton,Nu,#,seguridad y convivencia,SGCS
v6_sc_031_07,muertes violentas-en accidentes transito motociclista,Nu,#,seguridad y convivencia,SGCS
v6_sc_031_08,muertes violentas-en accidentes transito ciclista,Nu,#,seguridad y convivencia,SGCS
v6_sc_031_09,muertes violentas-en accidentes transito por  conductor,Nu,#,seguridad y convivencia,SGCS
v6_sc_031_10,muertes violentas-en accidentes transito otros,Nu,#,seguridad y convivencia,SGCS
v6_sc_031_11,muertes violentas-muertes accidentales,Nu,#,seguridad y convivencia,SGCS
v6_sc_031_12,muertes violentas-muertes accidentales por mecanismo caida,Nu,#,seguridad y convivencia,SGCS
v6_sc_031_13,muertes violentas-muertes accidentales por mecanismo ahogamiento,Nu,#,seguridad y convivencia,SGCS
v6_sc_031_14,muertes violentas-muertes accidentales por mecanismo ingestion,Nu,#,seguridad y convivencia,SGCS
v6_sc_031_15,muertes violentas-muertes accidentales por mecanismo electrocutados,Nu,#,seguridad y convivencia,SGCS
v6_sc_031_16,muertes violentas-muertes accidentales por mecanismo otras,Nu,#,seguridad y convivencia,SGCS
v6_sc_031_17,muertes violentas-homicidios,Nu,#,seguridad y convivencia,SGCS
v6_sc_0_32,adolescente en conflicto con la ley penal por edad 14,Nu,#,seguridad y convivencia,ICBF
v6_sc_0_33,adolescente en conflicto con la ley penal por edad 15,Nu,#,seguridad y convivencia,ICBF
v6_sc_0_34,adolescente en conflicto con la ley penal por edad 16,Nu,#,seguridad y convivencia,ICBF
v6_sc_0_35,adolescente en conflicto con la ley penal por edad 17,Nu,#,seguridad y convivencia,ICBF
v6_sc_0_36,adolescente en conflicto con la ley penal por edad 18+,Nu,#,seguridad y convivencia,ICBF
v6_sc_0_37,adolescente en conflicto con la ley penal por edad si,Nu,#,seguridad y convivencia,ICBF
v6_sc_0_38,adolescente en conflicto con la ley penal por genero hombres,Nu,#,seguridad y convivencia,ICBF
v6_sc_0_39,adolescente en conflicto con la ley penal por genero mujeres,Nu,#,seguridad y convivencia,ICBF
v6_sc_0_4,plan motos,Nu,#,seguridad y convivencia,SGCS
v6_sc_0_40,adolescente en conflicto con la ley penal por genero lgtbi,Nu,#,seguridad y convivencia,ICBF
v6_sc_0_41,adolescente en conflicto con la ley penal por genero si,Nu,#,seguridad y convivencia,ICBF
v6_sc_042,violencia intrafamiliar,Nu,POR 100 MIL HABITANTES,seguridad y convivencia,FORENSIS
v6_sc_0_42,denuncias por menores en situacion de riesgo,Nu,#,seguridad y convivencia,ICBF
v6_sc_0_43,denuncias por menores en situacion de riesgo falta de responsables,Nu,#,seguridad y convivencia,ICBF
v6_sc_0_44,denuncias por menores en situacion de riesgo abuso sexual,Nu,#,seguridad y convivencia,ICBF
v6_sc_045,numero de homicidios,Nu,#,seguridad y convivencia,SGCS
v6_sc_0_45,denuncias por menores en situacion de riesgo maltrato psicologico,Nu,#,seguridad y convivencia,ICBF
v6_sc_0_46,denuncias por menores en situacion de riesgo fisico,Nu,#,seguridad y convivencia,ICBF
v6_sc_0_47,denuncias por menores en situacion de riesgo negligencia,Nu,#,seguridad y convivencia,ICBF
v6_sc_0_48,denuncias por menores en situacion de riesgo otros,Nu,#,seguridad y convivencia,ICBF
v6_sc_0_49,denuncias por menores en situacion de riesgo maltrato a ninos,Nu,#,seguridad y convivencia,ICBF
v6_sc_0_5,vehiculos recuperados - motos,Nu,#,seguridad y convivencia,SGCS
v6_sc_0_50,denuncias por menores en situacion de riesgo comportamiento,Nu,#,seguridad y convivencia,ICBF
v6_sc_0_51,denuncias por menores  consumo de spa,Nu,#,seguridad y convivencia,ICBF
v6_sc_0_52,denuncias por menores  discapacidad,Nu,#,seguridad y convivencia,ICBF
v6_sc_0_53,denuncias por menores  trabajo infantil,Nu,#,seguridad y convivencia,ICBF
v6_sc_0_54,ingresos de procesos judiciales por tipo de sistema,Nu,#,seguridad y convivencia,CSJ VALLE
v6_sc_0_55,ingresos de procesos judiciales por tipo de sistema sistemas tradicionales,Nu,#,seguridad y convivencia,CSJ VALLE
v6_sc_0_56,ingresos de procesos judiciales por tipo de sistema sistemas de oralidad,Nu,#,seguridad y convivencia,CSJ VALLE
v6_sc_0_57,egresos totales,Nu,#,seguridad y convivencia,CSJ VALLE
v6_sc_0_58,ingresos de procesos judiciales por tipo de sistema sistemas tradicionales,Nu,#,seguridad y convivencia,CSJ VALLE
v6_sc_0_59,ingresos de procesos judiciales por tipo de sistema sistemas de oralidad,Nu,#,seguridad y convivencia,CSJ VALLE
v6_sc_0_6,vehiculos recuperados -carros,Nu,#,seguridad y convivencia,SGCS
v6_sc_0_60,represados de procesos judiciales por tipo de sistema,Nu,#,seguridad y convivencia,CSJ VALLE
v6_sc_0_61,represados de procesos judiciales  sistemas tradicionales,Nu,#,seguridad y convivencia,CSJ VALLE
v6_sc_0_62,represados de procesos judiciales  sistemas de oralidad,Nu,#,seguridad y convivencia,CSJ VALLE
v6_sc_0_7,violencia familiar,Nu,#,seguridad y convivencia,SGCS
v6_sc_0_8,violencia intrafamiliar,Nu,#,seguridad y convivencia,FORENSIS
v7_v_001_01,actualizacion catastral,Nu,#,finanzas publicas,DAHM
v7_v_001_84,arboles sembrados por el dagma en el programa guayacanes 2012-2015,Nu,#,medio ambiente,DAGMA
v7_v_003,tasa de  cobertura del servicio de acueducto,Nu,%,servicios publicos,EMCALI
v7_v_006,tasa de cobertura de alcantarillado,Nu,%,servicios publicos,EMCALI
v7_v_008,tasa de  cobertura del servicio de aseo,Nu,%,servicios publicos,EMCALI
v7_v_014_1,suscriptores residenciales-acueducto,Nu,#,servicios publicos,EMCALI
v7_v_015,suscriptores totales-alcantarillado,Nu,#,servicios publicos,EMCALI
v7_v_015_1,suscriptores residenciales-alcantarillado,Nu,#,servicios publicos,EMCALI
v7_v_016,suscriptores totales -acueducto,Nu,#,servicios publicos,EMCALI
v7_v_019_1,tasa de cobertura residencial de energia electrica,Nu,%,servicios publicos,EMCALI
v7_v_021,tasa de cobertura gas domiciliario,Nu,%,servicios publicos,GDO
v7_v_026_1,tasa de  cobertura del servicio de telefonia fija,Nu,%,servicios publicos,EMCALI
v7_v_030,subsidios de vivienda entregados en cali,Nu,#,vivienda,SVS
v7_v_055,titulacion de predios total,Nu,#,vivienda,SVS
v7_v_092,numero de suscriptores-telefonia,Nu,#,servicios publicos,EMCALI
v7_v_093,"tarifas: energia
consumo subsistencia $/hwh
estrato 1",Nu,$/HWH,servicios publicos,EMCALI
v7_v_094,"tarifas: energia
consumo subsistencia $/hwh
estrato 2",Nu,$/HWH,servicios publicos,EMCALI
v7_v_095,"tarifas: energia
consumo subsistencia $/hwh
estrato 3",Nu,$/HWH,servicios publicos,EMCALI
v7_v_096,"tarifas energia: 
consumo por encima del nivel de subsistencia, $/kmwh
estrato 1",Nu,$/HWH,servicios publicos,EMCALI
